Kreise_Code,year,EU_Code,gdppc,ln_gdppc,ln_gdppc.d1,tas,tas2,prec,prec2,full05_colddays_f1,full95_hotdays_f1,full05_colddays_f2,full95_hotdays_f2,sq95_hotdays_f1,sq05_colddays_f1,sq95_hotdays_f2,sq05_colddays_f2,full95_wetweeks_f1,full05_dryweeks_f1,full00_dryweeks_f1,sq95_wetweeks_f1,sq05_dryweeks_f1,full95_wetweeks_f2,full05_dryweeks_f2,sq95_wetweeks_f2,sq05_dryweeks_f2,full_mean_precpd,full_std_precpd,sq_mean_precpd,sq_std_precpd
1003,2009.0,DEF03,39860.0,10.593128593766785,-0.042750890655188556,9.36097809982693,87.6279109854394,5.717902801616557,32.69441244873447,10.0,26.0,17.0,25.0,9.0,7.0,6.0,7.0,0.0,3.0,2.0,1.0,12.0,0.0,2.0,0.0,2.0,2.5300454874409533,3.2789029259657068,2.54764065566465,0.4297409223109407
1003,2010.0,DEF03,41928.0,10.643709140482002,0.05058054671521717,7.873520307991446,61.99232204035371,8.077889517694503,65.25229906007873,49.0,25.0,52.0,24.0,32.0,34.0,27.0,35.0,5.0,2.0,2.0,4.0,8.0,5.0,2.0,5.0,2.0,3.257213515199396,5.398997064717771,3.2712093773139,0.8139862343308113
1003,2011.0,DEF03,42621.0,10.660102368540187,0.01639322805818466,9.592067280325598,92.0077547102929,7.030194808993685,49.42363905240176,8.0,14.0,8.0,9.0,23.0,1.0,20.0,1.0,5.0,10.0,4.0,4.0,40.0,5.0,8.0,4.0,9.0,3.23972111013534,5.219801692764719,3.165382534585098,0.5238349411422101
1003,2012.0,DEF03,43415.0,10.678560282494745,0.01845791395455798,8.90246857370257,79.25394670576188,5.86575148004409,34.40704042563944,22.0,14.0,24.0,11.0,34.0,25.0,15.0,26.0,1.0,2.0,0.0,2.0,8.0,1.0,1.0,1.0,2.0,2.264768911213934,3.246874439773643,2.259644855334744,0.29361062677000216
1003,2013.0,DEF03,43450.0,10.679366130693538,0.0008058481987927024,8.97746149886306,80.59481496356857,6.24904567042133,39.05057179101156,19.0,26.0,22.0,20.0,26.0,17.0,18.0,20.0,3.0,5.0,2.0,3.0,20.0,3.0,5.0,3.0,5.0,2.659168370392055,4.410158840102314,2.6840924673960243,0.8570352233969747
1003,2014.0,DEF03,41341.0,10.629610022590025,-0.049756108103512275,10.464120132999758,109.49781015785088,6.610874855777883,43.70366635875624,11.0,37.0,13.0,28.0,58.0,5.0,37.0,7.0,4.0,3.0,0.0,4.0,12.0,4.0,3.0,4.0,3.0,2.8372853458274188,5.065424180103468,2.858805082644911,0.9258289960903394
1003,2015.0,DEF03,42250.0,10.65135963278532,0.021749610195294977,9.858581297444513,97.19162519832273,7.015323234403883,49.214760083166965,1.0,24.0,1.0,15.0,21.0,4.0,13.0,8.0,2.0,4.0,1.0,3.0,16.0,2.0,4.0,3.0,4.0,2.923051347668287,3.933968948894161,2.861225555404632,0.8923062116959206
1003,2016.0,DEF03,40775.0,10.615824427489214,-0.03553520529610665,9.656155911398612,93.24134698523837,6.261146332577917,39.2019533979539,10.0,30.0,11.0,21.0,26.0,8.0,14.0,8.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,2.0,1.0,2.48458187800711,3.4901829998329275,2.48605074925594,0.2702198905680577
1003,2017.0,DEF03,45615.0,10.727991888779576,0.11216746129036181,9.646350555801376,93.05207904540951,8.537534218052329,72.8894905244144,6.0,14.0,8.0,8.0,26.0,2.0,22.0,6.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,3.2963452579352643,4.991262629580048,3.281059731047523,0.5091794180398354
1003,2018.0,DEF03,45948.0,10.735265601265295,0.007273712485719841,10.291279872001768,105.91044140386872,4.640513904544324,21.53436929826921,12.0,50.0,15.0,38.0,41.0,8.0,35.0,12.0,0.0,5.0,4.0,1.0,20.0,0.0,5.0,1.0,5.0,2.3797507202791386,3.4311831593490827,2.356131480776422,0.49769547690358623
1003,2019.0,DEF03,47320.0,10.764688318092324,0.02942271682702824,10.279568599313498,105.66953058799209,6.912522681086897,47.78296981654079,5.0,31.0,5.0,25.0,44.0,4.0,33.0,6.0,2.0,3.0,2.0,2.0,12.0,1.0,3.0,1.0,3.0,2.868266672650165,4.005945144182781,2.9248264452215635,0.5410696153582993
1004,1990.0,DEF04,31547.0,10.359233776285055,,9.793056521823418,95.90395603962818,10.885883840144295,118.50246698111476,0.0,16.0,0.0,15.0,44.0,11.0,44.0,13.0,7.0,4.0,1.0,7.0,16.0,7.0,4.0,7.0,4.0,4.302720885432531,6.102707318045853,4.314427697409971,0.3156944930685099
1004,1991.0,DEF04,34931.0,10.461129966077028,0.10189618979197235,8.654416068386112,74.89891748473973,7.991897556699325,63.87042655677665,15.0,23.0,15.0,23.0,31.0,9.0,30.0,8.0,4.0,3.0,0.0,5.0,12.0,4.0,4.0,5.0,4.0,3.5052182266225125,5.605709491051046,3.4788817415489746,0.7296240826770523
1004,1992.0,DEF04,36775.0,10.512573545469639,0.05144357939261113,9.703811635290988,94.16396025320876,7.615395571350807,57.99424970814948,5.0,45.0,5.0,41.0,34.0,2.0,31.0,2.0,3.0,8.0,4.0,3.0,32.0,3.0,8.0,2.0,8.0,3.399730165781609,4.590950736417096,3.3914474665060395,0.4340412055357819
1004,1993.0,DEF04,34761.0,10.456251347665171,-0.05632219780446768,8.365918850948214,69.98859822065069,9.408808158385122,88.52567096129444,15.0,8.0,13.0,8.0,20.0,19.0,19.0,18.0,6.0,4.0,2.0,6.0,16.0,6.0,5.0,5.0,6.0,3.840329860565354,5.481554983340332,3.7342796876589217,0.8381751995229003
1004,1994.0,DEF04,33971.0,10.433262498460529,-0.022988849204642392,9.511760748000189,90.47359252719708,10.587604278576434,112.09736435973,13.0,35.0,13.0,33.0,33.0,5.0,31.0,2.0,4.0,5.0,1.0,7.0,20.0,4.0,5.0,4.0,5.0,4.339182081383786,5.709293938266577,4.380074350182581,0.9844521922071847
1004,1995.0,DEF04,34783.0,10.456884040657634,0.023621542197105327,9.027469934288964,81.4952134144912,7.532180595657192,56.73374452559474,18.0,38.0,18.0,38.0,53.0,19.0,46.0,16.0,3.0,8.0,6.0,3.0,32.0,3.0,8.0,3.0,8.0,3.332823272414687,4.4416460910752935,3.304619227622003,1.2382316161355473
1004,1996.0,DEF04,35835.0,10.48668034842802,0.02979630777038622,7.377667680137385,54.42998039854375,6.069563737213291,36.83960396009457,39.0,21.0,38.0,19.0,14.0,24.0,14.0,23.0,1.0,7.0,2.0,1.0,28.0,1.0,8.0,0.0,7.0,3.0809968209204506,4.319105541108706,2.942515054883085,1.1159284699939176
1004,1997.0,DEF04,35835.0,10.48668034842802,0.0,9.14674668157174,83.66297485684363,8.470167904995632,71.7437443388181,14.0,43.0,14.0,42.0,43.0,14.0,37.0,14.0,3.0,9.0,1.0,5.0,36.0,3.0,9.0,2.0,9.0,3.832655160631506,6.496048024226732,3.844862700295354,0.821611286463291
1004,1998.0,DEF04,35483.0,10.476808987527663,-0.009871360900357118,9.129518186261688,83.3481023132829,11.08238565908759,122.81927189675028,12.0,13.0,12.0,12.0,35.0,9.0,28.0,10.0,7.0,1.0,1.0,7.0,4.0,7.0,1.0,5.0,1.0,4.380389588572172,5.791604695450252,4.3729712912286045,0.8986972140320433
1004,1999.0,DEF04,33856.0,10.429871515217972,-0.046937472309691586,9.846048070514067,96.9446626068738,9.064128665079512,82.15842845711609,7.0,38.0,7.0,35.0,32.0,1.0,24.0,1.0,3.0,4.0,3.0,3.0,16.0,3.0,4.0,3.0,5.0,3.730094100855764,5.0249342442805744,3.764973717553784,0.8065750711213252
1004,2000.0,DEF04,34762.0,10.456280115123425,0.0264085999054533,9.951096715991016,99.0243258510072,7.35508155939711,54.09722474538343,4.0,14.0,5.0,11.0,26.0,4.0,19.0,5.0,0.0,4.0,2.0,3.0,16.0,0.0,4.0,1.0,4.0,2.930311378245862,3.6374456029198496,2.916467265310509,0.66789012893058
1004,2001.0,DEF04,34591.0,10.451348811602948,-0.004931303520477215,8.954523859760966,80.18349755502844,9.76906705449908,95.43467111529934,14.0,31.0,15.0,23.0,37.0,10.0,29.0,11.0,2.0,1.0,0.0,3.0,4.0,2.0,1.0,2.0,1.0,3.70040418731026,4.663206831575677,3.71362846766148,1.1453999298498738
1004,2002.0,DEF04,34428.0,10.446625465769365,-0.004723345833582471,9.693319071715784,93.96043462608895,10.371470822334064,107.5674070185268,9.0,46.0,10.0,40.0,46.0,10.0,37.0,10.0,5.0,5.0,3.0,9.0,20.0,5.0,5.0,6.0,5.0,4.39469102641274,6.343488306435865,4.4236852824048665,1.0551097294987724
1004,2003.0,DEF04,36028.0,10.492051692903633,0.045426227134267805,9.353618176598914,87.49017299360159,6.464885295152262,41.79474187947596,14.0,42.0,15.0,38.0,32.0,11.0,24.0,13.0,1.0,8.0,7.0,3.0,32.0,1.0,8.0,3.0,8.0,3.2816676625138386,4.449639930090273,3.2367736642991405,0.45997459547369407
1004,2004.0,DEF04,34490.0,10.448424705930886,-0.043626986972746806,9.230603384041403,85.20403883347662,8.50718635283981,72.3722196419439,4.0,23.0,4.0,17.0,31.0,2.0,23.0,3.0,3.0,3.0,1.0,5.0,12.0,3.0,3.0,5.0,3.0,3.486551783950744,4.595901942713399,3.497207602353438,0.8271786030464666
1004,2005.0,DEF04,34743.0,10.455733391852487,0.0073086859216005,9.424566982693314,88.82246281127296,7.864466668471581,61.8498359795005,7.0,31.0,8.0,26.0,46.0,3.0,35.0,3.0,3.0,4.0,3.0,3.0,16.0,3.0,4.0,3.0,5.0,3.346581561051737,5.244573027424377,3.397110200849971,0.9129768427851771
1004,2006.0,DEF04,36642.0,10.50895040245119,0.05321701059870243,10.071057930518194,101.4262078398534,8.922647226600157,79.61363353035547,12.0,47.0,14.0,37.0,52.0,5.0,47.0,5.0,4.0,4.0,2.0,5.0,16.0,4.0,4.0,4.0,2.0,3.7490114397479646,5.858543078220433,3.793405614237945,1.3116818175124816
1004,2007.0,DEF04,37849.0,10.541359838437318,0.03240943598612844,10.121721005386044,102.44923611087304,10.34546669174187,107.02868106994046,3.0,23.0,4.0,16.0,38.0,2.0,22.0,2.0,5.0,2.0,1.0,6.0,8.0,5.0,2.0,6.0,2.0,4.402326251805056,5.649396236408242,4.420416059385167,0.9347751108507589
1004,2008.0,DEF04,38075.0,10.547313177763362,0.005953339326044471,9.64436409369432,93.01375877174026,8.26262866159813,68.27103239946291,3.0,21.0,4.0,16.0,37.0,10.0,21.0,13.0,2.0,3.0,1.0,3.0,12.0,2.0,3.0,2.0,3.0,3.6399245205278112,5.428670181743353,3.5366731477157693,0.9455694160176347
1004,2009.0,DEF04,37077.0,10.520752110257845,-0.02656106750551679,9.210239671619766,84.82851480867856,7.808313784436443,60.969764156220165,12.0,27.0,16.0,17.0,8.0,6.0,6.0,7.0,0.0,2.0,2.0,1.0,8.0,0.0,2.0,1.0,2.0,3.439785808121781,4.846081108289213,3.454212774169169,0.7396031683094496
1004,2010.0,DEF04,38060.0,10.546919140850141,0.02616703059229586,7.620388388200014,58.0703191870136,8.967374199268708,80.4138000297101,52.0,24.0,61.0,19.0,31.0,33.0,25.0,39.0,4.0,3.0,3.0,6.0,12.0,4.0,3.0,3.0,4.0,3.950385109810005,6.00130332508968,3.878038663551922,0.6730989079780436
1004,2011.0,DEF04,40251.0,10.602890127258581,0.05597098640843967,9.40486163488206,88.45142237127646,9.722759340171702,94.53204918689607,7.0,18.0,9.0,11.0,26.0,1.0,16.0,1.0,4.0,8.0,6.0,4.0,32.0,3.0,8.0,4.0,8.0,4.789536620774238,6.1048200708561495,4.629055483812692,1.0064136577613632
1004,2012.0,DEF04,40165.0,10.600751248607914,-0.0021388786506673085,8.748840906757065,76.5422172117458,8.43156913814546,71.09135813132696,23.0,14.0,25.0,10.0,30.0,24.0,15.0,27.0,3.0,1.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,3.2429112069790227,4.573855730971666,3.232474531752251,0.7783156371111133
1004,2013.0,DEF04,41325.0,10.629222922689225,0.02847167408131135,8.790797402500578,77.27811897181091,7.64777383022148,58.48844455822053,15.0,23.0,20.0,19.0,28.0,16.0,14.0,21.0,3.0,5.0,4.0,3.0,20.0,3.0,8.0,3.0,6.0,3.354286767641,5.471972350339043,3.38374278774006,1.0631159440070015
1004,2014.0,DEF04,42858.0,10.665647604383027,0.036424681693802086,10.462397938874728,109.46177063137016,8.043806970174076,64.70283057342105,10.0,38.0,11.0,27.0,61.0,4.0,34.0,5.0,3.0,3.0,1.0,4.0,12.0,3.0,3.0,3.0,3.0,3.575025320077367,4.973709773142387,3.576916303519955,0.9355658974063793
1004,2015.0,DEF04,42893.0,10.666463921439238,0.0008163170562109912,9.666051428965854,93.43255022741285,9.033865164177044,81.61071980453153,1.0,23.0,3.0,11.0,20.0,4.0,13.0,8.0,4.0,4.0,2.0,4.0,16.0,3.0,4.0,3.0,4.0,3.764110485073767,4.5718460926864894,3.693732539596821,0.7624299936154652
1004,2016.0,DEF04,43384.0,10.677845988520897,0.011382067081658676,9.507657811542035,90.39555706137632,7.671316680408074,58.84909961110715,11.0,33.0,13.0,22.0,33.0,5.0,12.0,11.0,1.0,1.0,0.0,3.0,4.0,1.0,2.0,3.0,2.0,2.9733785582977044,3.860524847121849,3.001388772405381,0.6169037013770986
1004,2017.0,DEF04,45240.0,10.719736930230058,0.041890941709160856,9.462740760705978,89.54346270432636,10.339423022146445,106.90366843089188,5.0,13.0,9.0,5.0,30.0,4.0,21.0,9.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,1.0,3.887001136145279,6.042265428464611,3.861744436429051,0.9646286156557043
1004,2018.0,DEF04,45717.0,10.73022549895797,0.010488568727913261,10.183221589165978,103.69800193405608,5.165976255105931,26.687310668318297,12.0,48.0,14.0,32.0,41.0,8.0,30.0,12.0,0.0,6.0,3.0,1.0,24.0,0.0,6.0,0.0,7.0,2.5077554636436554,3.305122320772992,2.5241241874157816,0.39576202086161955
1004,2019.0,DEF04,45633.0,10.728386417979852,-0.0018390809781188011,10.070984860189393,101.42473605416396,8.287953583497657,68.69017460221166,4.0,31.0,5.0,22.0,40.0,3.0,27.0,9.0,5.0,3.0,2.0,6.0,12.0,3.0,3.0,5.0,3.0,3.301973539242096,4.701427457184,3.423753613262392,0.7109235979696725
1051,1990.0,DEF05,23848.0,10.079455635357908,,9.764181631013884,95.33924292342894,10.66026627021518,113.64127695188746,0.0,18.0,0.0,18.0,53.0,12.0,48.0,12.0,3.0,4.0,1.0,5.0,16.0,3.0,4.0,5.0,3.0,3.834628154753659,5.44136812044267,3.876753887593961,1.279488684611918
1051,1991.0,DEF05,26005.0,10.166044106207172,0.08658847084926435,8.522037279163248,72.62511938744814,8.23935677426635,67.88700005364879,16.0,24.0,15.0,24.0,34.0,11.0,30.0,11.0,5.0,1.0,0.0,5.0,4.0,5.0,1.0,5.0,2.0,2.8411575083677056,5.228546579483884,2.845085795286368,0.8586660069694291
1051,1992.0,DEF05,26838.0,10.197574072660903,0.031529966453730296,9.606225906453444,92.27957616581728,8.32122985398959,69.24286628292762,3.0,41.0,3.0,41.0,32.0,1.0,31.0,1.0,6.0,6.0,2.0,3.0,24.0,4.0,6.0,4.0,6.0,2.9507907283651016,4.774269203144762,2.87194205031864,1.0845979925503344
1051,1993.0,DEF05,26330.0,10.178464252490356,-0.019109820170546854,8.238137997210599,67.86691766108505,8.930113860496649,79.74693356143436,14.0,8.0,13.0,8.0,19.0,20.0,19.0,21.0,6.0,4.0,0.0,4.0,16.0,5.0,4.0,2.0,5.0,3.166707042729308,4.556321968988923,3.044109224831204,1.1301522557527908
1051,1994.0,DEF05,26766.0,10.19488770435632,0.016423451865964722,9.412403948819408,88.5933480957512,9.64787225690349,93.08143908552805,13.0,32.0,12.0,32.0,32.0,4.0,30.0,3.0,2.0,4.0,1.0,3.0,16.0,2.0,4.0,2.0,4.0,3.3733819080082146,4.895441249048932,3.431022991518273,1.1307163235348652
1051,1995.0,DEF05,27831.0,10.233905786321381,0.03901808196506096,8.945518839939124,80.02230731570582,7.872661546567489,61.97879982680241,18.0,41.0,18.0,41.0,51.0,19.0,42.0,16.0,3.0,6.0,1.0,4.0,24.0,3.0,6.0,3.0,8.0,2.883758808266477,4.800185922098897,2.970411306475235,1.3236905865729887
1051,1996.0,DEF05,28018.0,10.24060243975606,0.006696653434678623,7.256592502713596,52.65813475043917,5.672558309449993,32.17791777411016,44.0,21.0,43.0,20.0,18.0,32.0,15.0,28.0,1.0,8.0,1.0,1.0,32.0,1.0,6.0,1.0,7.0,2.1733939882950164,3.8284851967514193,2.100023575520237,0.8591084515843493
1051,1997.0,DEF05,28439.0,10.255516721554965,0.014914281798905193,9.01488409451219,81.26813523748888,7.704426691093024,59.358190638426606,15.0,46.0,15.0,44.0,46.0,15.0,37.0,16.0,3.0,6.0,2.0,1.0,24.0,2.0,6.0,2.0,8.0,2.8534913670714888,4.767130998584615,2.909965015517385,0.9006030605860336
1051,1998.0,DEF05,28600.0,10.261161996807944,0.005645275252978976,9.095958895357182,82.73646822602744,11.668729857420606,136.15925648545914,12.0,11.0,12.0,8.0,31.0,12.0,24.0,13.0,6.0,2.0,1.0,9.0,8.0,3.0,2.0,6.0,2.0,3.90258523659552,5.144619102540864,3.898633134702873,0.9393171723999351
1051,1999.0,DEF05,26969.0,10.202443337211285,-0.058718659596658895,9.731624750454973,94.70452028366782,9.096983580227036,82.7551102589203,8.0,38.0,8.0,36.0,30.0,2.0,22.0,2.0,3.0,3.0,2.0,5.0,12.0,3.0,3.0,4.0,3.0,3.2258807022081686,4.351251212394668,3.2524696474446477,0.7632220867805342
1051,2000.0,DEF05,30241.0,10.316953898529778,0.11451056131849313,9.834427951638808,96.71597313597468,7.279265585672242,52.98770746675225,3.0,15.0,4.0,11.0,25.0,7.0,18.0,7.0,1.0,2.0,1.0,2.0,8.0,0.0,1.0,1.0,3.0,2.4427065723732357,3.132614588670621,2.4846838948488656,0.45991210674260674
1051,2001.0,DEF05,30987.0,10.341323040674743,0.02436914214496433,8.94203640160413,79.96001500761332,9.802167494546204,96.0824875911382,16.0,30.0,16.0,24.0,36.0,9.0,30.0,9.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,3.1825219138137006,4.413684204047722,3.1951392908829366,1.3375986736127055
1051,2002.0,DEF05,29930.0,10.306616600846745,-0.034706439827997926,9.758453424191972,95.22741323212404,10.831489639209238,117.32116780429706,10.0,50.0,12.0,41.0,52.0,10.0,40.0,11.0,5.0,3.0,0.0,7.0,12.0,5.0,2.0,7.0,4.0,3.696754143074825,6.018125911683279,3.713354720748258,0.5416621418579816
1051,2003.0,DEF05,28451.0,10.255938588321637,-0.05067801252510762,9.252872080847402,85.61564174452532,7.447193300573721,55.46068805611012,16.0,44.0,17.0,40.0,37.0,12.0,24.0,12.0,3.0,7.0,4.0,4.0,28.0,3.0,7.0,4.0,7.0,3.027314349826714,4.66975979632208,2.9716990148647007,0.8213578148685525
1051,2004.0,DEF05,39059.0,10.572828602464437,0.3168900141427997,9.247081756411347,85.50852100975557,10.197006981302398,103.97895137672984,6.0,25.0,6.0,21.0,30.0,1.0,22.0,1.0,5.0,3.0,0.0,5.0,12.0,4.0,2.0,5.0,1.0,3.410370227860335,4.755223170654601,3.4724114224210814,1.1664091578735971
1051,2005.0,DEF05,27420.0,10.219027953116305,-0.35380064934813227,9.374394862401724,87.87927903622383,8.284312219034943,68.62982894245167,6.0,31.0,7.0,22.0,47.0,4.0,34.0,4.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,3.012477170558162,4.253683937213976,3.062185353061327,0.8175996657775324
1051,2006.0,DEF05,29890.0,10.305279255277984,0.08625130216167953,10.004021848082964,100.0804531369213,8.713598528867191,75.92679932227648,12.0,48.0,15.0,39.0,53.0,5.0,43.0,7.0,3.0,6.0,1.0,5.0,24.0,3.0,6.0,4.0,4.0,3.2035288709070584,4.389093740809126,3.2360380916267992,1.2052342845063195
1051,2007.0,DEF05,27144.0,10.208911306464065,-0.09636794881391886,10.196974562047084,103.97829021903532,9.804392260866388,96.12610760493672,3.0,20.0,4.0,16.0,42.0,1.0,28.0,1.0,6.0,2.0,1.0,6.0,8.0,4.0,1.0,5.0,1.0,3.3692069624970435,4.2776013766348,3.374128369284519,0.642707483527965
1051,2008.0,DEF05,29704.0,10.299036995856916,0.09012568939285082,9.761453166692412,95.28596792552932,10.063105535349642,101.2660930155846,3.0,23.0,4.0,18.0,39.0,8.0,24.0,13.0,5.0,2.0,1.0,3.0,8.0,4.0,2.0,3.0,2.0,3.422825012023689,5.931278820152271,3.309272103873216,1.3319557968839753
1051,2009.0,DEF05,27126.0,10.20824795652266,-0.09078903933425586,9.365017799795456,87.7035583904857,8.322199552961669,69.2590053993154,9.0,30.0,15.0,19.0,9.0,5.0,6.0,8.0,3.0,3.0,0.0,2.0,12.0,3.0,3.0,2.0,3.0,3.0262543828951523,4.845635534468216,3.070032980989823,0.7954141419917984
1051,2010.0,DEF05,28931.0,10.272668963567046,0.0644210070443858,7.680904185495082,58.996289106755874,8.752162266697729,76.60034434260753,51.0,28.0,60.0,21.0,30.0,35.0,26.0,38.0,5.0,2.0,2.0,6.0,8.0,5.0,2.0,6.0,2.0,3.302702742150088,5.097060764161007,3.200380503969656,1.326409622585349
1051,2011.0,DEF05,30111.0,10.31264583248191,0.03997686891486474,9.491673584183806,90.09186742869264,9.42052185582526,88.74623203608138,7.0,21.0,10.0,12.0,26.0,1.0,16.0,1.0,6.0,8.0,2.0,5.0,32.0,5.0,8.0,5.0,7.0,3.9582024604307815,5.512364590141885,3.766967188748088,1.5102139151735317
1051,2012.0,DEF05,31143.0,10.346344779861354,0.03369894737944357,8.918434472544025,79.53847344106161,9.988347131616324,99.76707842166805,23.0,22.0,25.0,9.0,29.0,26.0,13.0,26.0,5.0,0.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,3.420666825896,4.707874515106864,3.4000862306014668,1.1162050427193868
1051,2013.0,DEF05,31167.0,10.347115121738641,0.0007703418772866399,8.819192985839102,77.77816492147362,8.27809518767192,68.526859936157,17.0,27.0,23.0,17.0,31.0,18.0,17.0,21.0,1.0,4.0,2.0,4.0,16.0,1.0,4.0,3.0,4.0,3.1004101826486608,4.389005597392743,3.1248016880064786,0.8787759413897799
1051,2014.0,DEF05,31540.0,10.359011860517029,0.011896738778387927,10.60275448676415,112.4184027065973,9.153371376416723,83.78420755460502,8.0,43.0,10.0,30.0,65.0,3.0,40.0,4.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,3.390137546821011,4.824641591004641,3.3748026763487164,0.9184795089892008
1051,2015.0,DEF05,32922.0,10.40189640628703,0.04288454577000067,9.818813314718073,96.4090949092849,10.519405792870268,110.65789823507257,2.0,26.0,4.0,13.0,25.0,2.0,15.0,7.0,4.0,3.0,0.0,4.0,12.0,3.0,3.0,3.0,3.0,3.7040161242500935,5.145589037273456,3.675389774888088,1.015045679711553
1051,2016.0,DEF05,33439.0,10.417478162445276,0.015581756158246307,9.69984314363054,94.0869570110364,8.514124401431129,72.49031432304498,11.0,37.0,11.0,27.0,36.0,4.0,20.0,6.0,3.0,1.0,0.0,4.0,4.0,1.0,1.0,3.0,1.0,3.051657491552376,4.114665934894759,3.089608175242737,0.7613391762304357
1051,2017.0,DEF05,36084.0,10.49360483277653,0.07612667033125398,9.744202512567758,94.94948260593182,11.1529740075245,124.38882921251708,5.0,16.0,7.0,7.0,31.0,2.0,25.0,7.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.705306979244018,5.378911271862997,3.598499376925374,0.955581253727118
1051,2018.0,DEF05,36558.0,10.506655319476549,0.013050486700018737,10.349420180818186,107.11049807912671,6.523333448152089,42.55387927577982,10.0,59.0,13.0,39.0,52.0,6.0,37.0,11.0,0.0,7.0,1.0,3.0,28.0,0.0,7.0,1.0,7.0,2.619812629779956,3.639883456597392,2.6304853995584385,0.29086821224050996
1051,2019.0,DEF05,35415.0,10.474890738187723,-0.031764581288825866,10.310291686352915,106.30211465767805,8.386520458373083,70.33372539871026,3.0,34.0,4.0,26.0,52.0,3.0,33.0,5.0,2.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,2.0,3.005921311244833,3.826432718394386,2.953918784501332,0.6182070898517594
1053,1990.0,DEF06,21883.0,9.99346535865436,,9.749512964441228,95.0530030438076,7.887440433845853,62.21171659746646,0.0,17.0,0.0,16.0,40.0,12.0,39.0,12.0,4.0,7.0,1.0,5.0,28.0,4.0,7.0,5.0,7.0,2.7969646928531384,4.129797999231577,2.8138248030670456,0.3801264757023158
1053,1991.0,DEF06,22460.0,10.019491228292434,0.026025869638074184,8.427047359688343,71.01512720243028,6.544346136197986,42.82846635036951,14.0,20.0,14.0,19.0,27.0,10.0,25.0,11.0,4.0,2.0,0.0,4.0,8.0,4.0,2.0,3.0,2.0,2.2723424084020785,4.380434430506307,2.2518785493608773,0.7064255137236226
1053,1992.0,DEF06,21667.0,9.983545644706707,-0.03594558358572719,9.53077420436922,90.83565693466971,6.812543322866346,46.41074652593083,7.0,40.0,7.0,40.0,28.0,3.0,25.0,3.0,2.0,7.0,2.0,3.0,28.0,2.0,7.0,2.0,7.0,2.532543986195668,3.7924569689756304,2.578933742029932,0.4453230438030302
1053,1993.0,DEF06,20850.0,9.945109227226947,-0.03843641747976001,8.284714659563623,68.6364969903884,8.886366255004088,78.96750521807537,18.0,10.0,16.0,10.0,23.0,20.0,21.0,20.0,6.0,4.0,0.0,4.0,16.0,5.0,4.0,4.0,4.0,3.1737022339300296,5.466500406218449,3.167179996567333,0.6067398008920631
1053,1994.0,DEF06,20786.0,9.942034962148368,-0.00307426507857933,9.517065707194568,90.57453967505882,9.512557101610971,90.48874261140936,11.0,36.0,11.0,32.0,36.0,3.0,35.0,3.0,7.0,5.0,1.0,7.0,20.0,6.0,5.0,6.0,5.0,3.373247199152828,5.305172233017516,3.3883924111694235,0.5788029329805547
1053,1995.0,DEF06,21841.0,9.991544216356411,0.04950925420804353,8.897040026431373,79.15732123192197,6.976446968598764,48.670812305670886,20.0,40.0,20.0,39.0,53.0,21.0,46.0,18.0,6.0,5.0,2.0,5.0,20.0,5.0,4.0,4.0,4.0,2.583869247629174,3.9763182093107368,2.60871982486982,1.081888232152015
