Kreise_Code,year,EU_Code,gdppc,ln_gdppc,ln_gdppc.d1,tas,tas2,prec,prec2,full05_colddays_f1,full95_hotdays_f1,full05_colddays_f2,full95_hotdays_f2,sq95_hotdays_f1,sq05_colddays_f1,sq95_hotdays_f2,sq05_colddays_f2,full95_wetweeks_f1,full05_dryweeks_f1,full00_dryweeks_f1,sq95_wetweeks_f1,sq05_dryweeks_f1,full95_wetweeks_f2,full05_dryweeks_f2,sq95_wetweeks_f2,sq05_dryweeks_f2,full_mean_precpd,full_std_precpd,sq_mean_precpd,sq_std_precpd
5914,1995.0,DEA53,30371.0,10.321243484728525,0.0028026462119239426,9.838577381600349,96.79760489373794,9.539492761769592,91.00192215185444,15.0,45.0,15.0,44.0,48.0,11.0,41.0,12.0,5.0,5.0,0.0,4.0,20.0,5.0,5.0,4.0,5.0,3.58627547434947,5.112954492619451,3.462752932731452,1.4696284016653665
5914,1996.0,DEA53,29870.0,10.304609911210155,-0.01663357351836936,7.943147405869369,63.09359071136929,8.81254722408987,77.66098857681408,43.0,15.0,42.0,15.0,9.0,31.0,8.0,32.0,3.0,5.0,3.0,3.0,20.0,3.0,5.0,3.0,5.0,3.7027509344915424,6.757740146371012,3.614906624491792,1.2763236406226075
5914,1997.0,DEA53,31341.0,10.352682423505618,0.04807251229546239,9.66961521077863,93.50145832452144,8.252421227036026,68.10245610843478,13.0,31.0,13.0,26.0,31.0,14.0,29.0,13.0,1.0,7.0,1.0,2.0,28.0,1.0,6.0,1.0,6.0,3.223602041810946,4.644280343987127,3.250493383447422,0.7767153578726341
5914,1998.0,DEA53,32558.0,10.390778393168455,0.03809596966283735,9.73046255582689,94.68190155034917,12.376964260037957,153.18924429425687,12.0,17.0,13.0,15.0,24.0,12.0,24.0,12.0,4.0,3.0,3.0,3.0,12.0,3.0,3.0,3.0,3.0,4.282686595168842,6.073345641916276,4.270438822773025,0.39194042743638885
5914,1999.0,DEA53,32460.0,10.387763841068582,-0.0030145520998736686,10.373823406150072,107.61621206198711,10.595864327993873,112.272340857253,8.0,36.0,8.0,30.0,33.0,3.0,24.0,3.0,4.0,4.0,0.0,3.0,16.0,4.0,3.0,3.0,3.0,3.88126898461314,5.029396198466444,3.841682958284757,0.490035556025271
5914,2000.0,DEA53,33473.0,10.41849442269534,0.030730581626759346,10.536360060870624,111.01488333230962,10.38789645553692,107.9083927709565,3.0,21.0,3.0,16.0,20.0,0.0,17.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.736653401272272,4.769767708951,3.7295314978733103,1.1757053458672277
5914,2001.0,DEA53,32231.0,10.38068400132164,-0.03781042137370072,9.969050258391754,99.38196305434067,10.86519161903164,118.05238891827544,9.0,32.0,9.0,28.0,37.0,12.0,36.0,13.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,1.0,3.0,3.950978770556962,4.599446777480438,3.953527375437648,0.24599222458540726
5914,2002.0,DEA53,31948.0,10.37186486003728,-0.00881914128436101,10.417396564972195,108.5221511918945,11.743528547249449,137.9104627400627,7.0,24.0,8.0,17.0,32.0,8.0,25.0,10.0,5.0,5.0,1.0,5.0,20.0,5.0,4.0,3.0,5.0,4.5167417489421,6.620532096108089,4.534664218191285,0.66011598964291
5914,2003.0,DEA53,31675.0,10.36328300518934,-0.008581854847939496,10.123482358792083,102.48489506877452,8.036526305907895,64.58575506554959,19.0,47.0,19.0,34.0,41.0,16.0,33.0,17.0,3.0,10.0,5.0,1.0,40.0,3.0,10.0,1.0,10.0,3.9784783692613352,5.592760672968053,4.01048085431156,0.6515923073351808
5914,2004.0,DEA53,32335.0,10.383905513880693,0.020622508691353403,9.29416604865655,86.3815225400001,10.019631013166029,100.39300563999846,9.0,22.0,12.0,17.0,28.0,8.0,22.0,11.0,4.0,3.0,0.0,4.0,12.0,3.0,2.0,5.0,3.0,3.838939085504229,5.482448950121444,3.822637160188642,0.8427213377537456
5914,2005.0,DEA53,33767.0,10.427239273188253,0.04333375930755956,9.805045775318384,96.13892265608892,9.521008447070887,90.64960184919518,23.0,34.0,25.0,26.0,45.0,10.0,40.0,11.0,3.0,4.0,1.0,3.0,16.0,3.0,4.0,3.0,4.0,3.474820601120762,5.307794091524681,3.501006379453115,0.5896028894891584
5914,2006.0,DEA53,34853.0,10.458894495697496,0.031655222509243686,10.33837541166225,106.8820061524626,9.86174077710911,97.2539311548966,16.0,47.0,26.0,38.0,56.0,4.0,45.0,10.0,2.0,4.0,0.0,2.0,16.0,1.0,4.0,2.0,4.0,4.232506771291463,4.996776829233642,4.242625442502815,0.234326023756043
5914,2007.0,DEA53,37519.0,10.532602750312952,0.07370825461545571,10.446483144330733,109.12901008478607,13.122191892658488,172.1919200677521,10.0,18.0,11.0,13.0,26.0,8.0,20.0,10.0,7.0,5.0,3.0,6.0,20.0,7.0,4.0,6.0,5.0,5.49045685885292,7.490053373907219,5.450488188161394,1.0008218190647797
5914,2008.0,DEA53,37644.0,10.535928857978679,0.0033261076657264965,9.650544154837805,93.13300248447412,9.747861997344645,95.02081351927588,6.0,18.0,8.0,15.0,15.0,20.0,12.0,24.0,1.0,3.0,3.0,1.0,12.0,1.0,3.0,0.0,3.0,3.807758592712752,5.020700776410572,3.811569642980597,0.6570264225770763
5914,2009.0,DEA53,33734.0,10.42626150981796,-0.10966734816071799,9.694731206542954,93.9878131671178,9.669666677800192,93.5024536597594,21.0,26.0,23.0,12.0,12.0,11.0,6.0,13.0,3.0,2.0,1.0,3.0,8.0,2.0,2.0,2.0,2.0,3.7772135460157017,5.060401173381439,3.7008288948699897,0.8068621416598656
5914,2010.0,DEA53,35898.0,10.488436862618087,0.06217535280012676,8.349757999683703,69.718458653282,9.703892830190274,94.1655360598182,52.0,26.0,56.0,20.0,30.0,33.0,27.0,40.0,3.0,3.0,1.0,2.0,12.0,1.0,3.0,1.0,3.0,4.182712426806155,5.921237269463266,4.167702936680636,1.4660067112129462
5914,2011.0,DEA53,37657.0,10.536274138921273,0.047837276303186016,10.33317635327693,106.77453354792152,9.043426236744514,81.78355809943905,8.0,18.0,8.0,12.0,22.0,1.0,14.0,1.0,2.0,8.0,3.0,3.0,32.0,2.0,8.0,2.0,8.0,4.285983998457115,5.539381049905397,4.205527925288234,1.0333525818123692
5914,2012.0,DEA53,36900.0,10.515966830028619,-0.02030730889265442,9.590122285451358,91.97044544991076,9.864828596020558,97.31484322886494,17.0,23.0,20.0,17.0,26.0,21.0,20.0,27.0,3.0,5.0,1.0,3.0,20.0,1.0,4.0,1.0,5.0,3.708582178955098,4.898472986449866,3.714364453602659,0.33870544456325175
5914,2013.0,DEA53,36287.0,10.49921482938849,-0.016752000640128273,9.1556617507647,83.8261420944157,6.870306534926965,47.201111883860165,33.0,30.0,33.0,19.0,28.0,10.0,18.0,14.0,0.0,5.0,0.0,2.0,20.0,0.0,5.0,1.0,5.0,2.683713490205847,3.987160650793855,2.665488877071524,0.6433408474494632
5914,2014.0,DEA53,36769.0,10.512410377841734,0.013195548453243333,10.92708262110887,119.40113460853948,8.563060563646307,73.3260062166746,1.0,23.0,2.0,15.0,36.0,2.0,27.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.1252045852723747,4.79484739906749,3.122856934836376,1.1054988631857623
5914,2015.0,DEA53,36148.0,10.495376901021846,-0.017033476819888094,10.326687219872415,106.6404689370763,9.038453812268616,81.69364731651311,2.0,30.0,3.0,21.0,27.0,2.0,20.0,9.0,1.0,4.0,1.0,1.0,16.0,1.0,4.0,1.0,3.0,3.829853310283312,5.298935876449721,3.753354027451692,1.2511394541883725
5914,2016.0,DEA53,35785.0,10.485284090172698,-0.010092810849148037,10.06647389666157,101.33389671216878,7.621979508580455,58.09457162922035,4.0,26.0,5.0,19.0,22.0,5.0,12.0,9.0,0.0,2.0,0.0,1.0,8.0,0.0,2.0,1.0,2.0,2.9890115719923327,4.300103699062948,2.8983718824017,0.959639528359184
5914,2017.0,DEA53,36646.0,10.50905956084012,0.023775470667422027,10.289504670656912,105.8739063674704,9.658078628595216,93.27848279612766,9.0,33.0,11.0,21.0,39.0,6.0,27.0,9.0,0.0,4.0,1.0,0.0,16.0,0.0,4.0,0.0,4.0,3.863231451438087,5.476567435353667,3.7361040022404888,1.1709600147582726
5914,2018.0,DEA53,37044.0,10.51986167429016,0.010802113450040451,10.990379293680506,120.78843701896125,6.430023215207161,41.34519854810304,14.0,58.0,15.0,38.0,50.0,10.0,34.0,12.0,2.0,5.0,2.0,1.0,20.0,0.0,5.0,0.0,5.0,2.9095127670620635,4.384556866437121,2.8975521700584377,0.23143705309221377
5914,2019.0,DEA53,36078.0,10.493438540267624,-0.026423134022536487,10.613052634601834,112.63688622482891,8.592972240016636,73.83917191769652,6.0,37.0,8.0,27.0,36.0,4.0,28.0,12.0,1.0,3.0,0.0,1.0,12.0,0.0,3.0,0.0,3.0,3.672210358981467,4.833502834707755,3.582719510345937,1.0689704651910397
5915,1990.0,DEA54,26940.0,10.201367449964355,,10.709387305817248,114.69097646599964,7.857937598860421,61.74718330758429,0.0,24.0,0.0,23.0,36.0,10.0,33.0,12.0,4.0,5.0,3.0,4.0,20.0,4.0,5.0,2.0,5.0,3.37250540723623,4.236076960990869,3.3786396006106925,0.14492339711836755
5915,1991.0,DEA54,25500.0,10.146433731146518,-0.054933718817837374,9.47788479033768,89.83030009891435,6.301046365124422,39.70318529544769,17.0,22.0,16.0,20.0,29.0,14.0,26.0,12.0,3.0,6.0,5.0,2.0,24.0,3.0,6.0,2.0,6.0,2.80046505116641,4.72609490447756,2.8041389175764166,0.9161370811008093
5915,1992.0,DEA54,23185.0,10.051260796825561,-0.09517293432095641,10.49273697750204,110.09752927903862,8.141435573561898,66.28297319845915,12.0,39.0,10.0,35.0,24.0,7.0,22.0,7.0,4.0,4.0,2.0,3.0,16.0,3.0,4.0,3.0,4.0,3.406458398979874,5.086444209153576,3.475260414911575,0.8352747297213166
5915,1993.0,DEA54,22126.0,10.004508666594857,-0.046752130230704125,9.523958633644806,90.70578805537744,9.628115289263905,92.70060402335731,21.0,11.0,19.0,10.0,24.0,15.0,22.0,18.0,7.0,6.0,3.0,7.0,24.0,5.0,5.0,6.0,6.0,3.79059657057634,5.679694266539934,3.735841738515972,0.8631191587167444
5915,1994.0,DEA54,22047.0,10.000931817196982,-0.0035768493978753924,10.764858641277533,115.88218156668754,9.541160777524022,91.0337489825628,11.0,37.0,11.0,37.0,34.0,6.0,33.0,6.0,5.0,3.0,2.0,5.0,12.0,4.0,3.0,5.0,3.0,3.83179147691728,5.501453935992608,3.868106318521472,0.4363965723982316
5915,1995.0,DEA54,23868.0,10.080293928641973,0.07936211144499161,10.246209093432416,104.98480078633712,7.4306168872699345,55.21406732538113,17.0,46.0,17.0,42.0,48.0,17.0,41.0,17.0,4.0,8.0,3.0,4.0,32.0,4.0,8.0,3.0,7.0,3.1619646328808217,4.42585427181922,3.0291724083767666,1.0219920015149218
5915,1996.0,DEA54,22931.0,10.040244985890988,-0.04004894275098536,8.298330309346083,68.86228592301185,6.268697223248783,39.29656487676701,44.0,16.0,44.0,14.0,9.0,32.0,8.0,34.0,3.0,5.0,3.0,3.0,20.0,3.0,5.0,2.0,5.0,2.9569326524758424,4.57301193990103,2.8560671368531705,1.0818072127581806
5915,1997.0,DEA54,23027.0,10.04442271945762,0.004177733566631758,10.12463514396043,102.50823679831863,6.531940580007828,42.666247740753,13.0,31.0,13.0,29.0,34.0,17.0,30.0,17.0,2.0,8.0,4.0,3.0,32.0,1.0,8.0,1.0,7.0,2.864886219301679,4.028482239117917,2.907231280456174,0.5781634856393257
5915,1998.0,DEA54,23571.0,10.067772421843932,0.023349702386312288,10.333107460301427,106.773109786137,9.414693159390652,88.63644728547716,14.0,17.0,14.0,14.0,30.0,12.0,28.0,12.0,3.0,4.0,2.0,4.0,16.0,3.0,4.0,3.0,4.0,3.44860555289035,5.224915685293974,3.4310845597538107,0.7024283154633049
5915,1999.0,DEA54,24049.0,10.087848694627853,0.020076272783921212,11.027614644811887,121.6082847544696,8.062060215041342,64.99681491095245,5.0,38.0,8.0,31.0,36.0,1.0,26.0,2.0,2.0,3.0,2.0,3.0,12.0,1.0,3.0,2.0,2.0,3.1865850652337326,4.187571923067678,3.281876123720489,0.6392720095741355
5915,2000.0,DEA54,24380.0,10.101518403035262,0.013669708407409331,11.06983704310829,122.54129216097247,7.4823660591029455,55.98580184241575,4.0,19.0,7.0,13.0,21.0,0.0,16.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,2.7110021953271537,3.57025670401726,2.7101459512944626,0.8773115697457916
5915,2001.0,DEA54,24226.0,10.095181715576748,-0.006336687458514234,10.425322655623887,108.68735247386472,8.22651638577802,67.67557184547425,10.0,30.0,10.0,28.0,49.0,12.0,37.0,13.0,2.0,3.0,3.0,1.0,12.0,0.0,3.0,0.0,3.0,3.0926753329992542,3.679066026361746,3.111559653020554,0.2952536415571239
5915,2002.0,DEA54,24734.0,10.115934094302002,0.020752378725253706,10.813470631533214,116.93114709903132,10.590211684351909,112.15258351938368,10.0,25.0,10.0,19.0,37.0,10.0,26.0,10.0,7.0,5.0,1.0,8.0,20.0,6.0,5.0,6.0,5.0,4.2702466469160925,6.346697203893758,4.274822310488473,0.7230515181881099
5915,2003.0,DEA54,24684.0,10.113910539440958,-0.0020235548610436638,10.589354701006595,112.13443298373048,7.377834174700754,54.43243710938236,19.0,48.0,20.0,42.0,40.0,14.0,36.0,15.0,5.0,8.0,5.0,3.0,32.0,4.0,8.0,3.0,8.0,3.783504704974747,6.367734112565096,3.8291768753622746,0.7198350597369004
5915,2004.0,DEA54,26300.0,10.177324218165856,0.06341367872489734,10.020034104685603,100.40108345906263,9.072303671499174,82.3066939078974,10.0,22.0,12.0,18.0,31.0,4.0,26.0,7.0,4.0,4.0,0.0,5.0,16.0,2.0,4.0,4.0,4.0,3.672997437853915,5.229496172275993,3.691641457485688,0.9418976586991119
5915,2005.0,DEA54,27132.0,10.20846912206597,0.03114490390011504,10.368313456455525,107.50192393131672,7.374478636346168,54.38293515792604,18.0,30.0,22.0,29.0,43.0,7.0,36.0,10.0,4.0,4.0,1.0,6.0,16.0,4.0,4.0,5.0,4.0,2.869446940212516,4.498747586393924,2.9169041463662597,0.6688500162134221
5915,2006.0,DEA54,28265.0,10.249379569109392,0.04091044704342117,10.868070542775044,118.11495732273464,7.298154115855831,53.26305349878341,16.0,49.0,20.0,39.0,51.0,8.0,46.0,9.0,3.0,5.0,1.0,2.0,20.0,2.0,5.0,1.0,5.0,3.040897548273263,3.916921531614247,3.09436929857386,0.6253025334825824
5915,2007.0,DEA54,29339.0,10.28667296795321,0.03729339884381844,11.051520838586,122.13611284570062,10.51240246863678,110.51060566260068,7.0,17.0,9.0,11.0,27.0,4.0,15.0,7.0,8.0,6.0,3.0,9.0,24.0,7.0,6.0,9.0,6.0,4.398494756751792,6.409356870760635,4.466565822582989,1.4578690486885781
5915,2008.0,DEA54,31362.0,10.353352247940977,0.0666792799877669,10.4517437090987,109.23894656068424,6.947757833685432,48.271338915537285,5.0,21.0,8.0,14.0,28.0,15.0,16.0,23.0,1.0,3.0,1.0,0.0,12.0,0.0,3.0,0.0,4.0,2.6217954089379005,4.010397185473364,2.68143278700584,0.8696489520498177
5915,2009.0,DEA54,29918.0,10.306215584934407,-0.0471366630065706,10.347978667952434,107.08066251239865,7.790513297490605,60.69209743837794,16.0,30.0,23.0,23.0,15.0,9.0,11.0,12.0,3.0,5.0,0.0,3.0,20.0,3.0,5.0,2.0,5.0,3.0914735307502386,4.81395108967989,2.997291377898004,0.8149235101313258
5915,2010.0,DEA54,30931.0,10.339514196226636,0.03329861129222955,8.898234265161268,79.17857303769009,7.672217589367343,58.862922738597646,55.0,32.0,59.0,21.0,37.0,29.0,26.0,36.0,3.0,3.0,2.0,3.0,12.0,2.0,3.0,2.0,3.0,3.3798315371662317,4.832213708227338,3.329007287449206,1.2214107392704108
5915,2011.0,DEA54,30966.0,10.340645107376782,0.0011309111501454083,10.849187841609025,117.7048768225171,6.582769812292218,43.33285840162573,8.0,23.0,8.0,15.0,28.0,0.0,16.0,0.0,1.0,11.0,5.0,1.0,44.0,0.0,11.0,0.0,11.0,3.226847947202068,4.368577765712446,3.1900053688136305,0.6660455902031872
5915,2012.0,DEA54,30465.0,10.324333762682596,-0.016311344694186047,10.223034358218584,104.51043148931764,7.162539276118155,51.30196888193518,18.0,24.0,19.0,18.0,30.0,19.0,18.0,26.0,4.0,5.0,1.0,5.0,20.0,3.0,5.0,2.0,5.0,2.947547027209119,3.808723674987248,2.9416595809154447,0.23758948260340026
5915,2013.0,DEA54,30006.0,10.309152640646959,-0.015181122035636818,9.76818482166743,95.41743471025396,6.195798969835907,38.387924874619685,25.0,27.0,29.0,20.0,30.0,12.0,22.0,14.0,2.0,4.0,2.0,1.0,16.0,1.0,4.0,1.0,4.0,2.614261168707134,3.938588504611299,2.694815327531627,0.7179423109744426
5915,2014.0,DEA54,30714.0,10.332473855685638,0.023321215038679455,11.509765045733513,132.47469140798898,7.664283659465217,58.74124401274553,1.0,28.0,2.0,15.0,43.0,1.0,32.0,2.0,4.0,1.0,0.0,4.0,4.0,4.0,1.0,4.0,1.0,3.115562463197243,5.337202084535129,3.0850835304294533,1.3998741293947794
5915,2015.0,DEA54,30002.0,10.309019325088835,-0.023454530596803025,10.950420935165791,119.91171865731728,7.594285496464473,57.67317220181065,0.0,31.0,1.0,19.0,33.0,3.0,16.0,8.0,2.0,3.0,2.0,2.0,12.0,1.0,3.0,2.0,3.0,3.316281876185361,5.410018753874482,3.254519499966733,1.2566035779026763
5915,2016.0,DEA54,30221.0,10.316292325947678,0.007273000858843304,10.703767290856858,114.57063421681715,6.534972965025603,42.705871653615525,7.0,30.0,9.0,20.0,29.0,4.0,17.0,10.0,2.0,2.0,0.0,4.0,8.0,1.0,1.0,2.0,1.0,2.572824001978584,3.6687030609862648,2.518368089743186,0.7232408459516577
5915,2017.0,DEA54,30625.0,10.329571947847029,0.013279621899350502,10.893578561104414,118.67005386695372,7.827647716948051,61.27206878064204,11.0,31.0,13.0,19.0,41.0,4.0,28.0,7.0,2.0,5.0,1.0,1.0,20.0,1.0,4.0,1.0,4.0,3.022257805771449,4.221834669653039,2.940332248538482,0.7662633719132059
5915,2018.0,DEA54,30923.0,10.339255522574339,0.009683574727310074,11.544789318206732,133.28216040178026,5.372242664718269,28.860991248619246,11.0,59.0,14.0,39.0,49.0,9.0,33.0,10.0,1.0,7.0,3.0,1.0,28.0,0.0,6.0,0.0,5.0,2.6334522866266026,3.875636759641529,2.6816896442157363,0.3560964002491559
5915,2019.0,DEA54,31165.0,10.34705094924295,0.007795426668611327,11.216377847312096,125.80713201367357,6.986161304919537,48.806449778355045,6.0,36.0,7.0,30.0,43.0,6.0,30.0,11.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,1.0,2.0,2.794464521967815,4.084551240528362,2.7715972723175293,0.5239231838117868
5916,1990.0,DEA55,20337.0,9.920197166099076,,11.297127730250882,127.62509495360344,7.993205274841528,63.89133056575442,0.0,27.0,0.0,27.0,41.0,11.0,38.0,11.0,3.0,7.0,4.0,5.0,28.0,3.0,7.0,3.0,7.0,3.386951387644712,5.241347931783528,3.417527623666511,0.39698082239583893
5916,1991.0,DEA55,21423.0,9.97222039021722,0.05202322411814464,10.127949351335545,102.57535806321803,6.570634943874104,43.173243565659455,18.0,23.0,16.0,23.0,33.0,10.0,29.0,7.0,3.0,8.0,3.0,2.0,32.0,3.0,8.0,2.0,8.0,3.099356105600991,4.984211509429693,3.1278065282148138,0.8922868999306107
5916,1992.0,DEA55,22143.0,10.005276698438163,0.0330563082209423,10.93552266131888,119.58565587621877,8.13706355011164,66.21180321855543,12.0,39.0,11.0,39.0,29.0,8.0,26.0,8.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,3.4479082839456074,4.824657538171123,3.49490008816913,0.8493786876303255
5916,1993.0,DEA55,21215.0,9.962463757636426,-0.04281294080173659,9.955482100988998,99.11162386311231,9.72944410605987,94.66208261294312,19.0,15.0,17.0,15.0,26.0,16.0,23.0,17.0,6.0,6.0,4.0,4.0,24.0,6.0,6.0,3.0,6.0,4.10525067766239,5.777459922154643,4.02119589658512,1.0112230414408148
5916,1994.0,DEA55,21224.0,9.962887895817575,0.0004241381811489475,10.963289153358506,120.19370906014828,8.977262635062788,80.59124441889446,12.0,36.0,12.0,35.0,31.0,11.0,31.0,10.0,4.0,4.0,1.0,5.0,16.0,2.0,4.0,5.0,4.0,3.756176834754304,4.977064009192856,3.740710615887458,0.8738537770281899
5916,1995.0,DEA55,21653.0,9.98289929196029,0.0200113961427153,10.481234505882068,109.85627676729293,8.540425109513698,72.93886105121207,17.0,40.0,17.0,39.0,43.0,15.0,36.0,14.0,5.0,6.0,4.0,5.0,24.0,5.0,6.0,5.0,6.0,3.6654185019372103,5.466713593624368,3.545607461526703,1.4406402273797598
5916,1996.0,DEA55,19063.0,9.855504562513977,-0.1273947294463138,8.681012620349001,75.35998011465864,6.715916380777629,45.103532833597285,41.0,16.0,41.0,15.0,9.0,31.0,8.0,30.0,1.0,6.0,4.0,1.0,24.0,1.0,6.0,1.0,6.0,3.292115872930212,4.899528046888389,3.185620655156394,1.216335895768934
5916,1997.0,DEA55,18856.0,9.844586444615967,-0.010918117898009783,10.356988030413412,107.26720106212672,7.133462607866225,50.8862887778256,13.0,29.0,13.0,28.0,31.0,16.0,25.0,16.0,3.0,7.0,5.0,2.0,28.0,1.0,7.0,2.0,7.0,3.349043477871466,4.594613989548657,3.417601008422045,1.041033014998977
5916,1998.0,DEA55,19831.0,9.89500164888583,0.05041520426986246,10.479316933780042,109.81608339860917,10.502982654845813,110.312644647992,13.0,16.0,13.0,14.0,25.0,12.0,22.0,12.0,7.0,4.0,3.0,4.0,16.0,4.0,5.0,4.0,4.0,4.05520565824163,5.917239559150378,4.006249637226902,0.5102323349663486
5916,1999.0,DEA55,21061.0,9.955178267941482,0.06017661905565319,11.366166970594678,129.1897516034374,8.941997527902343,79.95931978901162,6.0,37.0,8.0,32.0,36.0,2.0,30.0,2.0,3.0,3.0,1.0,3.0,12.0,2.0,3.0,3.0,3.0,3.5767990111609365,4.556913425453953,3.6328141905136846,0.46002651758198393
5916,2000.0,DEA55,20550.0,9.930616219924381,-0.024562048017100935,11.44248854443325,130.93054408948615,8.906341928751091,79.32292655182971,3.0,21.0,5.0,15.0,22.0,1.0,17.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,3.2986451587967047,4.536842975840643,3.3325796893779462,1.1138436083151089
5916,2001.0,DEA55,21281.0,9.965569934832672,0.03495371490829058,10.85123489174566,117.74929867583845,8.73738924380473,76.34197079775458,9.0,33.0,9.0,28.0,45.0,11.0,33.0,13.0,0.0,4.0,3.0,0.0,16.0,0.0,4.0,0.0,4.0,3.3605343245402817,3.929618968197844,3.386331910411461,0.3437473295064012
5916,2002.0,DEA55,21466.0,9.97422556704147,0.00865563220879828,11.220960797682004,125.90996122311635,10.4380536894548,108.95296482394096,8.0,24.0,9.0,19.0,38.0,10.0,22.0,11.0,5.0,3.0,1.0,6.0,12.0,2.0,3.0,5.0,3.0,4.313245326220992,5.803899496636165,4.344848404435204,0.585274519819782
5916,2003.0,DEA55,21719.0,9.98594273247232,0.01171716543085033,11.083290165328863,122.83932088887556,7.6893580216701505,59.12622678542309,19.0,44.0,20.0,36.0,43.0,14.0,37.0,15.0,2.0,10.0,7.0,2.0,40.0,2.0,10.0,2.0,10.0,4.004873969619871,5.4833891781019215,4.068514697222887,0.479021571682604
5916,2004.0,DEA55,21677.0,9.984007069594924,-0.001935662877396993,10.270084684255393,105.47463942177718,9.39361854077034,88.24006928950426,9.0,19.0,11.0,16.0,30.0,8.0,25.0,10.0,3.0,3.0,0.0,4.0,12.0,2.0,3.0,3.0,3.0,3.803084429461675,5.341052377624832,3.79527218884206,0.6959261792521159
5916,2005.0,DEA55,22265.0,10.010771217755803,0.02676414816087913,10.686166942130706,114.19416391508712,7.843410611989369,61.51909002826745,17.0,33.0,23.0,25.0,44.0,10.0,37.0,12.0,2.0,4.0,2.0,2.0,16.0,2.0,4.0,2.0,4.0,3.2277409925882177,4.4765984140706765,3.2324060773309373,0.2938084590019274
5916,2006.0,DEA55,23035.0,10.044770077370018,0.033998859614214894,11.235755943002104,126.2422116107071,7.890057622333189,62.25300928373806,14.0,47.0,21.0,40.0,56.0,3.0,44.0,5.0,2.0,4.0,2.0,2.0,16.0,1.0,4.0,2.0,4.0,3.506692276592529,4.128118685376834,3.547745341684833,0.5306676111022034
5916,2007.0,DEA55,23156.0,10.050009205198895,0.005239127828877699,11.256303641543829,126.70437167063282,10.789191132475448,116.40664529308684,8.0,20.0,9.0,11.0,23.0,6.0,16.0,7.0,8.0,6.0,3.0,6.0,24.0,7.0,6.0,6.0,7.0,4.816603184140826,5.984018712085834,4.838098042525735,1.0357626440733205
5916,2008.0,DEA55,26331.0,10.178502231260227,0.1284930260613315,10.3725427083424,107.5896422363871,9.024719969853225,81.44557053426756,6.0,16.0,10.0,13.0,14.0,23.0,10.0,25.0,1.0,3.0,3.0,1.0,12.0,1.0,3.0,0.0,3.0,4.046959627736873,5.45665217598031,4.085102102903043,0.8455502910934783
5916,2009.0,DEA55,23692.0,10.072892717396856,-0.10560951386337081,10.327262062043316,106.65234169811916,8.99797336046728,80.96352459567882,22.0,17.0,24.0,10.0,10.0,10.0,6.0,14.0,5.0,3.0,0.0,4.0,12.0,5.0,4.0,3.0,4.0,3.796613232264671,5.295677074604278,3.718217026488803,0.680047776504883
5916,2010.0,DEA55,24748.0,10.116499956650879,0.043607239254022545,8.98397431442823,80.71179448230617,9.202875094310066,84.69291000147251,54.0,21.0,59.0,17.0,29.0,36.0,21.0,44.0,4.0,2.0,2.0,4.0,8.0,3.0,4.0,4.0,4.0,4.382321473480985,5.859501655782811,4.245719022525073,1.7617268909046802
5916,2011.0,DEA55,25782.0,10.15743185300305,0.04093189635217165,10.91835784295684,119.21053798685716,7.975524560127024,63.60899200918936,8.0,16.0,9.0,7.0,23.0,0.0,15.0,2.0,4.0,10.0,5.0,3.0,40.0,3.0,10.0,3.0,11.0,3.816040459390921,5.082598909247403,3.917264736536828,1.4573396780231878
5916,2012.0,DEA55,24864.0,10.121176253167373,-0.03625559983567683,10.254919706589853,105.16337818860492,8.609678304085378,74.12656049983848,19.0,18.0,21.0,14.0,24.0,23.0,17.0,28.0,5.0,6.0,2.0,5.0,24.0,5.0,6.0,5.0,6.0,3.632775655732231,4.591240720933046,3.624912696568732,0.1323092114648762
5916,2013.0,DEA55,23957.0,10.084015835708989,-0.03716041745838439,9.841371619157323,96.85259534635529,7.625456340856058,58.14758440630186,31.0,26.0,34.0,17.0,25.0,13.0,14.0,16.0,4.0,4.0,3.0,4.0,16.0,3.0,5.0,3.0,5.0,3.374095726042503,5.838866851005919,3.394528521609982,0.5350329243657375
5916,2014.0,DEA55,23735.0,10.074706030985418,-0.009309804723571347,11.559590702256337,133.6241372036911,8.817476584046466,77.74789331020773,2.0,20.0,2.0,14.0,36.0,2.0,25.0,4.0,3.0,4.0,0.0,3.0,16.0,3.0,4.0,3.0,4.0,3.936373475020743,6.014254304835107,3.924723528567788,1.7741913064967854
5916,2015.0,DEA55,23948.0,10.083640092045243,0.008934061059825638,10.99219330275275,120.8283136050824,9.308423261208624,86.64674360980979,2.0,26.0,2.0,17.0,22.0,4.0,14.0,10.0,1.0,3.0,2.0,3.0,12.0,1.0,3.0,1.0,3.0,4.155546098753851,5.40300365502215,4.056763793593459,1.3017512920889085
