Kreise_Code,EU_Code,year,gva,wrk,gvapw_A,ln_gvapw_A,ln_gvapw_A.d1
1001,DEF01,1995.0,0.7,0.07,9.999999999999998,2.3025850929940455,
1001,DEF01,1996.0,0.8,0.07,11.428571428571429,2.436116485618568,0.13353139262452274
1001,DEF01,1997.0,0.8,0.06,13.333333333333334,2.5902671654458267,0.1541506798272585
1001,DEF01,1998.0,0.8,0.06,13.333333333333334,2.5902671654458267,0.0
1001,DEF01,1999.0,0.9,0.06,15.000000000000002,2.70805020110221,0.11778303565638337
1001,DEF01,2000.0,0.8,0.06,13.333333333333334,2.5902671654458267,-0.11778303565638337
1001,DEF01,2001.0,0.7,0.05,13.999999999999998,2.6390573296152584,0.048790164169431716
1001,DEF01,2002.0,0.8,0.05,16.0,2.772588722239781,0.13353139262452274
1001,DEF01,2003.0,0.8,0.05,16.0,2.772588722239781,0.0
1001,DEF01,2004.0,0.8,0.06,13.333333333333334,2.5902671654458267,-0.18232155679395445
1001,DEF01,2005.0,0.7,0.05,13.999999999999998,2.6390573296152584,0.048790164169431716
1001,DEF01,2006.0,0.8,0.05,16.0,2.772588722239781,0.13353139262452274
1001,DEF01,2007.0,0.8,0.06,13.333333333333334,2.5902671654458267,-0.18232155679395445
1001,DEF01,2008.0,0.9,0.05,18.0,2.8903717578961645,0.3001045924503378
1001,DEF01,2009.0,0.7,0.07,9.999999999999998,2.3025850929940455,-0.5877866649021191
1001,DEF01,2010.0,0.5,0.05,10.0,2.302585092994046,4.440892098500626e-16
