Station_ID,von_datum,bis_datum,Haversine,Kreise_Code,recocap_rad,reco_diff_rad,elevation,Stationshoehe[m],elevation_selection
1279.0,19490101.0,20230213.0,6.321632288,9562.0,10.0,3.678367712,279.0,267.5,-11.5
3668.0,18790101.0,20230213.0,5.532492025,9563.0,10.0,4.467507975,294.0,312.7366667,18.7366667
3668.0,18790101.0,20230213.0,5.697424481,9564.0,10.0,4.302575519,302.0,312.7366667,10.7366667
5185.0,19711101.0,20061231.0,13.80602879,9572.0,13.55846587,-0.247562914,279.0,291.0,12.0
1279.0,19490101.0,20230213.0,10.19445328,9572.0,13.55846587,3.364012595,279.0,267.5,-11.5
5185.0,19711101.0,20061231.0,13.96916142,9474.0,14.22856354,0.259402117,266.0,291.0,25.0
1279.0,19490101.0,20230213.0,8.541478764,9474.0,14.22856354,5.687084773,266.0,267.5,1.5
888.0,19650101.0,19911216.0,13.29448117,14524.0,17.34306354,4.048582368,267.0,269.0,2.0
4926.0,19460101.0,20130514.0,8.431761345,8116.0,14.25098778,5.819226436,241.0,223.5,-17.5
5284.0,19780101.0,19911231.0,9.536343076,8116.0,14.25098778,4.714644705,241.0,224.0,-17.0
4926.0,19460101.0,20130514.0,2.960140086,8111.0,10.0,7.039859914,245.0,223.5,-21.5
6275.0,20040701.0,20230213.0,14.51227258,8117.0,14.30378453,-0.208488052,323.0,326.5,3.5
1102.0,19871101.0,20021231.0,9.098516855,8117.0,14.30378453,5.205267672,323.0,300.0,-23.0
1327.0,19370101.0,20230213.0,5.632476204,5366.0,19.83606731,14.2035911,160.0,161.6666667,1.6666667000000075
3139.0,19831101.0,20041231.0,5.831003629,9179.0,11.73303575,5.902032121,517.0,509.0,-8.0
6346.0,20050201.0,20230213.0,3.83879545,9179.0,11.73303575,7.8942403,517.0,531.0,14.0
1378.0,19850701.0,20061231.0,2.9754315,1001.0,10.0,7.0245685,12.0,45.0,33.0
1666.0,19710101.0,20230213.0,6.745978606,1001.0,10.0,3.254021394,12.0,19.36,7.359999999999999
5692.0,19360101.0,20230213.0,6.78390871,7311.0,10.0,3.21609129,96.0,89.66666667,-6.333333330000002
5692.0,19360101.0,20230213.0,2.811301084,7319.0,10.0,7.188698916,100.0,89.66666667,-10.333333330000002
1424.0,19851101.0,20230213.0,2.02139651,6412.0,10.0,7.97860349,112.0,115.5,3.5
3776.0,19571101.0,19951031.0,5.4705325,6412.0,10.0,4.5294675,112.0,110.0,-2.0
7341.0,20050715.0,20230213.0,7.772312997,6412.0,10.0,2.227687003,112.0,118.64,6.640000000000001
1424.0,19851101.0,20230213.0,9.781214039,6438.0,10.46952318,0.68830914,98.0,115.5,17.5
3776.0,19571101.0,19951031.0,3.29354124,6438.0,10.46952318,7.175981939,98.0,110.0,12.0
7341.0,20050715.0,20230213.0,1.484920075,6438.0,10.46952318,8.984603105,98.0,118.64,20.64
2000.0,19950601.0,19960930.0,9.152396856,6438.0,10.46952318,1.317126323,98.0,106.0,8.0
1424.0,19851101.0,20230213.0,6.955904075,6413.0,10.0,3.044095925,98.0,115.5,17.5
3776.0,19571101.0,19951031.0,1.296923882,6413.0,10.0,8.703076118,98.0,110.0,12.0
7341.0,20050715.0,20230213.0,2.48671378,6413.0,10.0,7.51328622,98.0,118.64,20.64
5404.0,19360701.0,20230213.0,19.71200007,9186.0,15.55042348,-4.16157659,428.0,473.55,45.55000000000001
19087.0,19570501.0,19951130.0,2.209549858,9272.0,17.56257392,15.35302406,626.0,637.5,11.5
1735.0,19951201.0,20230213.0,3.824605305,9272.0,17.56257392,13.73796861,626.0,638.5,12.5
2456.0,19310101.0,20050826.0,8.668303171,3455.0,14.00135799,5.333054818,1.0,7.0,6.0
6157.0,19990201.0,20230213.0,16.57409008,3455.0,14.00135799,-2.57273209,1.0,2.5,1.5
2456.0,19310101.0,20050826.0,14.9253219,3405.0,10.0,-4.925321897,3.0,7.0,4.0
6157.0,19990201.0,20230213.0,12.70074747,3405.0,10.0,-2.700747467,3.0,2.5,-0.5
2456.0,19310101.0,20050826.0,8.378617524,3462.0,14.56946231,6.190844789,4.0,7.0,3.0
1299.0,19790901.0,19991031.0,13.71250554,3462.0,14.56946231,0.856956775,4.0,3.0,-1.0
1691.0,19270101.0,20230213.0,3.784166301,3152.0,18.90499344,15.12082714,150.0,169.8066667,19.806666699999997
1886.0,20091126.0,20230213.0,3.989914866,9774.0,15.61536527,11.6254504,465.0,443.5,-21.5
1886.0,20091126.0,20230213.0,3.989914866,9774.0,15.61536527,11.6254504,465.0,443.5,-21.5
7331.0,20050901.0,20230213.0,17.36554328,9774.0,15.61536527,-1.750178012,465.0,466.5,1.5
3485.0,19910601.0,20230213.0,17.43312651,9774.0,15.61536527,-1.817761244,465.0,487.0,22.0
7331.0,20050901.0,20230213.0,11.22583861,8135.0,14.04391946,2.818080854,504.0,466.5,-37.5
2088.0,19470101.0,20050430.0,1.208969761,8135.0,14.04391946,12.8349497,504.0,509.28,5.279999999999973
1550.0,19360101.0,20230213.0,2.771850588,9180.0,17.98596396,15.21411337,708.0,719.25,11.25
211.0,19810901.0,19991231.0,14.54183536,6531.0,16.58497706,2.043141704,159.0,180.0,21.0
1639.0,19390101.0,20230213.0,2.748050531,6531.0,16.58497706,13.83692653,159.0,202.95,43.94999999999999
5676.0,19810401.0,20230213.0,7.113426593,3103.0,10.0,2.886573407,63.0,75.16666667,12.166666669999998
2878.0,19470401.0,20230213.0,12.01550698,15002.0,10.0,-2.015506984,88.0,118.19,30.19
1957.0,19510101.0,20150323.0,3.761976347,15002.0,10.0,6.238023653,88.0,93.0,5.0
1975.0,19360101.0,20230213.0,9.250692024,2000.0,15.55916014,6.308468117,6.0,12.56666667,6.56666667
1990.0,19510101.0,20061231.0,9.342340967,2000.0,15.55916014,6.216819175,6.0,19.5,13.5
1981.0,19620501.0,20230213.0,10.6489347,2000.0,15.55916014,4.910225444,6.0,3.0,-3.0
1975.0,19360101.0,20230213.0,12.54546043,1056.0,14.54430497,1.998844531,9.0,12.56666667,3.56666667
4039.0,19741201.0,20230213.0,9.943026314,1056.0,14.54430497,4.601278651,9.0,11.795,2.795
1975.0,19360101.0,20230213.0,20.92623639,1062.0,15.6683174,-5.257918986,36.0,12.56666667,-23.43333333
1990.0,19510101.0,20061231.0,15.54252214,1062.0,15.6683174,0.125795265,36.0,19.5,-16.5
52.0,19690101.0,20011231.0,6.723402069,1062.0,15.6683174,8.944915335,36.0,46.0,10.0
5480.0,19750101.0,20230213.0,15.08679705,5974.0,20.6151817,5.528384655,90.0,84.76,-5.239999999999995
326.0,20040701.0,20130708.0,16.77628414,5974.0,20.6151817,3.838897564,90.0,120.0,30.0
3031.0,19801201.0,20230213.0,21.04136214,5974.0,20.6151817,-0.426180444,90.0,92.0,2.0
2095.0,19470701.0,20031031.0,1.073483985,8125.0,18.63935613,17.56587214,157.0,167.0,10.0
2095.0,19470701.0,20031031.0,1.101204855,8121.0,10.0,8.898795145,157.0,167.0,10.0
2147.0,19360101.0,20071231.0,1.627262326,5758.0,12.08362633,10.456364,65.0,77.0,12.0
4371.0,19350101.0,20230213.0,16.15143658,5766.0,19.88266051,3.731223936,161.0,134.6,-26.40000000000001
4442.0,19810101.0,20071231.0,18.94511726,5766.0,19.88266051,0.937543251,161.0,155.0,-6.0
13776.0,20080301.0,20101231.0,2.973894768,3254.0,19.56426747,16.5903727,81.0,85.0,4.0
2206.0,19530301.0,20080229.0,4.776299966,3254.0,19.56426747,14.7879675,81.0,108.5,27.5
13776.0,20080301.0,20101231.0,26.00726191,3241.0,27.0868896,1.07962769,55.0,85.0,30.0
2014.0,19360101.0,20230213.0,11.09269536,3241.0,27.0868896,15.99419423,55.0,55.24,0.240000000000002
2260.0,19490101.0,20061231.0,1.168501865,9475.0,16.88719402,15.71869216,500.0,474.0,-26.0
